time step, number of clusters, number of active clusters, number of cells, number of particles, number of tokens, total internal energy, total kinetic energy
64197, 6425, 2324, 26648, 13924, 2324, 4.00439e+06, nan
64233, 6424, 2328, 26608, 13948, 2328, 4.00439e+06, nan
64271, 6397, 2311, 26571, 14398, 2311, 4.00439e+06, nan
64308, 6417, 2332, 26559, 14134, 2332, 4.00439e+06, nan
64344, 6412, 2323, 26540, 14241, 2323, 4.00438e+06, nan
64380, 6394, 2335, 26539, 14209, 2335, 4.00438e+06, nan
64418, 6322, 2321, 26419, 14646, 2321, 4.00438e+06, nan
64455, 6265, 2311, 26394, 14200, 2311, 4.00433e+06, nan
64491, 6283, 2322, 26427, 14118, 2322, 4.00433e+06, nan
64528, 6262, 2319, 26457, 14242, 2319, 4.00433e+06, nan
64566, 6341, 2321, 26440, 14121, 2321, 4.00433e+06, nan
64603, 6359, 2294, 26449, 14242, 2294, 4.00433e+06, nan
64640, 6346, 2311, 26379, 14452, 2311, 4.00433e+06, nan
64677, 6366, 2318, 26443, 13959, 2318, 4.00433e+06, nan
64715, 6343, 2303, 26351, 14351, 2303, 4.00433e+06, nan
64752, 6384, 2307, 26453, 14087, 2307, 4.00433e+06, nan
64788, 6401, 2321, 26508, 14038, 2321, 4.00433e+06, nan
64826, 6379, 2306, 26406, 14321, 2306, 4.00433e+06, nan
64863, 6380, 2322, 26468, 13950, 2322, 4.00433e+06, nan
64899, 6357, 2321, 26462, 14148, 2321, 4.00433e+06, nan
64936, 6361, 2306, 26412, 14187, 2306, 4.00433e+06, nan
64973, 6330, 2306, 26384, 14485, 2306, 4.00428e+06, nan
65002, 6379, 2320, 26513, 14182, 2320, 4.00423e+06, nan
65010, 6380, 2332, 26501, 14160, 2332, 4.00423e+06, nan
65047, 6356, 2327, 26465, 14183, 2327, 4.00418e+06, nan
65083, 6439, 2326, 26525, 14166, 2326, 4.00418e+06, nan
65089, 6438, 2326, 26512, 14218, 2326, 4.00414e+06, nan
65094, 6438, 2333, 26509, 14138, 2333, 4.00414e+06, nan
65125, 6397, 2313, 26455, 14276, 2313, 4.00409e+06, nan
65162, 6350, 2312, 26367, 14353, 2312, 4.00404e+06, nan
65198, 6312, 2303, 26401, 14404, 2303, 4.00399e+06, nan
65235, 6294, 2308, 26454, 14021, 2308, 4.00399e+06, nan
65272, 6343, 2322, 26454, 14177, 2322, 4.00399e+06, nan
65309, 6315, 2313, 26401, 14470, 2313, 4.00399e+06, nan
65345, 6339, 2318, 26423, 14522, 2318, 4.00399e+06, nan
65382, 6369, 2342, 26535, 14102, 2342, 4.00399e+06, nan
65420, 6392, 2306, 26490, 14520, 2306, 4.00399e+06, nan
65456, 6360, 2319, 26438, 14480, 2319, 4.00394e+06, nan
65492, 6346, 2315, 26481, 14481, 2315, 4.00391e+06, nan
65530, 6387, 2323, 26593, 14314, 2323, 4.00391e+06, nan
65566, 6360, 2308, 26512, 14124, 2308, 4.00391e+06, nan
65603, 6365, 2313, 26436, 14444, 2313, 4.00391e+06, nan
65639, 6376, 2304, 26528, 14226, 2304, 4.00391e+06, nan
65676, 6427, 2325, 26597, 14020, 2325, 4.00391e+06, nan
65713, 6457, 2303, 26513, 14206, 2303, 4.00391e+06, nan
65750, 6388, 2290, 26394, 14514, 2290, 4.00391e+06, nan
65788, 6411, 2293, 26496, 14109, 2293, 4.00391e+06, nan
65824, 6418, 2302, 26568, 13922, 2302, 4.00391e+06, nan
65860, 6400, 2297, 26509, 13961, 2297, 4.00391e+06, nan
65897, 6342, 2296, 26373, 14405, 2296, 4.00391e+06, nan
65934, 6371, 2294, 26555, 13732, 2294, 4.00391e+06, nan
65970, 6388, 2300, 26507, 13849, 2300, 4.00391e+06, nan
66001, 6394, 2290, 26549, 13792, 2290, 4.00391e+06, nan
66004, 6392, 2289, 26554, 13777, 2289, 4.00391e+06, nan
66041, 6368, 2294, 26468, 14216, 2294, 4.00391e+06, nan
66078, 6395, 2284, 26513, 13774, 2284, 4.00391e+06, nan
66114, 6418, 2300, 26558, 13783, 2300, 4.00391e+06, nan
66150, 6444, 2286, 26491, 13686, 2286, 4.00391e+06, nan
66187, 6454, 2284, 26492, 13804, 2284, 4.00391e+06, nan
66223, 6443, 2290, 26526, 13734, 2290, nan, nan
66260, 6383, 2281, 26391, 14178, 2281, 4.00385e+06, nan
66297, 6431, 2307, 26504, 13801, 2307, 4.00385e+06, nan
66333, 6487, 2304, 26500, 13819, 2304, 4.00385e+06, nan
66370, 6443, 2300, 26463, 13988, 2300, 4.00385e+06, nan
66407, 6428, 2290, 26353, 14185, 2290, 4.00385e+06, nan
66443, 6407, 2290, 26373, 14298, 2290, 4.00385e+06, nan
66480, 6445, 2299, 26471, 13705, 2299, 4.00385e+06, nan
66517, 6496, 2289, 26458, 13729, 2289, 4.0038e+06, nan
66554, 6441, 2269, 26295, 14117, 2269, 4.00375e+06, nan
66590, 6475, 2270, 26318, 14160, 2270, 4.00375e+06, nan
66627, 6472, 2276, 26415, 13731, 2276, 4.00375e+06, nan
66664, 6467, 2269, 26415, 13870, 2269, 4.00375e+06, nan
66701, 6423, 2269, 26341, 14367, 2269, 4.00375e+06, nan
66737, 6415, 2280, 26343, 14352, 2280, 4.00375e+06, nan
66775, 6423, 2272, 26500, 14071, 2272, 4.00375e+06, nan
66811, 6414, 2274, 26533, 14001, 2274, 4.00375e+06, nan
66848, 6368, 2283, 26452, 14243, 2283, 4.00375e+06, nan
66886, 6375, 2285, 26514, 13927, 2285, 4.00375e+06, nan
66922, 6374, 2287, 26488, 14095, 2287, 4.00375e+06, nan
66959, 6363, 2271, 26397, 14305, 2271, 4.00375e+06, nan
66996, 6382, 2289, 26492, 13853, 2289, 4.00375e+06, nan
67001, 6352, 2281, 26391, 14180, 2281, 4.00375e+06, nan
67033, 6455, 2290, 26572, 13990, 2290, 4.00375e+06, nan
67070, 6419, 2281, 26477, 14384, 2281, 4.00375e+06, nan
67106, 6386, 2279, 26418, 14442, 2279, 4.00375e+06, nan
67143, 6377, 2285, 26531, 13977, 2285, 4.00375e+06, nan
67180, 6398, 2284, 26505, 13947, 2284, 4.00375e+06, nan
67217, 6405, 2287, 26474, 14103, 2287, 4.00375e+06, nan
67253, 6441, 2290, 26533, 14139, 2290, 4.00375e+06, nan
67291, 6491, 2287, 26530, 13914, 2287, 4.00375e+06, nan
67327, 6472, 2284, 26549, 14064, 2284, 4.00375e+06, nan
67364, 6433, 2298, 26460, 14474, 2298, 4.0037e+06, nan
67400, 6434, 2290, 26457, 14387, 2290, 4.0037e+06, nan
67438, 6460, 2308, 26532, 14046, 2308, 4.0037e+06, nan
67474, 6428, 2298, 26515, 14090, 2298, 4.0037e+06, nan
67510, 6457, 2309, 26524, 14197, 2309, 4.0037e+06, nan
67548, 6490, 2324, 26549, 14109, 2324, 4.00363e+06, nan
67584, 6449, 2333, 26551, 14028, 2333, 4.00363e+06, nan
67620, 6440, 2336, 26575, 14222, 2336, 4.00363e+06, nan
67656, 6480, 2326, 26623, 14218, 2326, 4.00363e+06, nan
67693, 6499, 2323, 26668, 14111, 2323, 4.00363e+06, nan
67730, 6495, 2336, 26622, 14448, 2336, 4.00363e+06, nan
67766, 6446, 2339, 26618, 14560, 2339, 4.00363e+06, nan
67802, 6430, 2337, 26632, 14473, 2337, 4.00353e+06, nan
67838, 6390, 2327, 26602, 14516, 2327, 4.00353e+06, nan
67875, 6412, 2337, 26764, 14073, 2337, 4.00353e+06, nan
67911, 6431, 2355, 26872, 14163, 2355, 4.00353e+06, nan
67947, 6452, 2343, 26874, 14104, 2343, 4.00353e+06, nan
67985, 6408, 2315, 26790, 14445, 2315, 4.00353e+06, nan
68001, 6443, 2333, 26873, 14212, 2333, 4.00353e+06, nan
68021, 6422, 2310, 26722, 14538, 2310, 4.00353e+06, nan
68058, 6473, 2305, 26835, 13910, 2305, 4.00353e+06, nan
68095, 6460, 2276, 26763, 13852, 2276, 4.00353e+06, nan
68132, 6441, 2295, 26716, 14265, 2295, 4.00353e+06, nan
68168, 6479, 2297, 26699, 14286, 2297, 4.00353e+06, nan
68204, 6423, 2290, 26668, 14248, 2290, 4.00353e+06, nan
68241, 6496, 2320, 26714, 13862, 2320, 4.00353e+06, nan
68278, 6553, 2330, 26771, 13930, 2330, 4.00353e+06, nan
68313, 6546, 2333, 26741, 13730, 2333, 4.00353e+06, nan
68349, 6514, 2331, 26716, 13772, 2331, 4.00348e+06, nan
68386, 6473, 2325, 26760, 14123, 2325, 4.00348e+06, nan
68424, 6423, 2334, 26791, 13949, 2334, 4.00348e+06, nan
68459, 6432, 2316, 26672, 14359, 2316, 4.00348e+06, nan
68497, 6488, 2306, 26689, 14090, 2306, 4.00345e+06, nan
68534, 6427, 2301, 26545, 14275, 2301, 4.00345e+06, nan
68570, 6391, 2309, 26469, 14144, 2309, 4.00345e+06, nan
68607, 6407, 2320, 26553, 13735, 2320, 4.00345e+06, nan
68645, 6374, 2314, 26536, 14292, 2314, 4.00345e+06, nan
68681, 6358, 2327, 26531, 14349, 2327, 4.00345e+06, nan
68717, 6342, 2333, 26527, 14430, 2333, 4.00345e+06, nan
68754, 6400, 2323, 26707, 13989, 2323, 4.00345e+06, nan
68791, 6428, 2329, 26767, 13899, 2329, 4.00345e+06, nan
68827, 6481, 2310, 26796, 13802, 2310, 4.00345e+06, nan
68863, 6501, 2308, 26763, 13899, 2308, 4.00345e+06, nan
68900, 6500, 2304, 26693, 14216, 2304, 4.00345e+06, nan
68936, 6500, 2312, 26680, 14254, 2312, 4.00345e+06, nan
68972, 6463, 2307, 26563, 14269, 2307, 4.00345e+06, nan
69001, 6489, 2321, 26641, 13818, 2321, 4.00345e+06, nan
69009, 6459, 2327, 26634, 13739, 2327, 4.0034e+06, nan
69046, 6484, 2313, 26704, 13888, 2313, 4.00336e+06, nan
69082, 6480, 2315, 26687, 13859, 2316, 4.00331e+06, nan
69118, 6444, 2305, 26637, 13907, 2305, 4.00331e+06, nan
69154, 6427, 2302, 26600, 13997, 2302, 4.00331e+06, nan
69191, 6402, 2299, 26555, 14245, 2299, 4.00322e+06, nan
69228, 6459, 2311, 26656, 13717, 2311, 4.00322e+06, nan
69264, 6456, 2331, 26653, 13780, 2331, 4.00322e+06, nan
69300, 6435, 2314, 26644, 13867, 2314, 4.00322e+06, nan
69338, 6386, 2299, 26487, 14372, 2299, 4.00322e+06, nan
69374, 6367, 2295, 26479, 14323, 2295, 4.00322e+06, nan
69411, 6319, 2302, 26525, 13818, 2302, 4.00322e+06, nan
69449, 6292, 2299, 26446, 14240, 2299, 4.00322e+06, nan
69485, 6319, 2302, 26529, 14198, 2302, 4.00322e+06, nan
69522, 6371, 2312, 26642, 13812, 2312, 4.00322e+06, nan
69559, 6347, 2324, 26628, 13950, 2324, 4.00322e+06, nan
69596, 6332, 2315, 26586, 14167, 2315, 4.00322e+06, nan
69634, 6368, 2314, 26691, 13931, 2314, 4.00322e+06, nan
69670, 6416, 2305, 26630, 13999, 2305, 4.00322e+06, nan
69701, 6405, 2292, 26479, 14175, 2292, 4.00322e+06, nan
69733, 6454, 2300, 26547, 13722, 2300, 4.00322e+06, nan
69770, 6429, 2299, 26387, 14082, 2299, 4.00317e+06, nan
69806, 6409, 2302, 26373, 14181, 2302, 4.00317e+06, nan
69843, 6418, 2324, 26464, 13855, 2324, 4.00317e+06, nan
69880, 6409, 2321, 26536, 14018, 2321, 4.00315e+06, nan
69917, 6393, 2315, 26409, 14285, 2315, 4.00315e+06, nan
69954, 6447, 2317, 26457, 13930, 2317, 4.00315e+06, nan
69990, 6431, 2310, 26489, 13948, 2310, 4.00315e+06, nan
70002, 6466, 2313, 26534, 13832, 2313, 4.00315e+06, nan
70028, 6423, 2302, 26422, 14330, 2302, 4.00315e+06, nan
70064, 6386, 2286, 26319, 14197, 2286, 4.00315e+06, nan
70101, 6417, 2296, 26331, 13840, 2296, 4.00315e+06, nan
70103, 6404, 2287, 26261, 14207, 2287, 4.00315e+06, nan
0, 37, 37, 309, 0, 37, 47957.4, 0.349092
