44, 1277, 9, 39356, 4024, 9, 4.01433e+06, 0.0564755
52, 1278, 9, 39357, 4591, 9, 4.01433e+06, 0.0588498
114, 1276, 9, 39347, 7067, 9, 4.01433e+06, 0.0519975
185, 1280, 9, 39346, 8196, 9, 4.01433e+06, 0.0464048
257, 1284, 9, 39320, 8945, 9, 4.01433e+06, 0.0511987
329, 1285, 9, 39309, 9201, 9, 4.01433e+06, 0.0553214
403, 1285, 9, 39307, 9455, 9, 4.01433e+06, 0.0543276
474, 1285, 9, 39316, 9587, 9, 4.01433e+06, 0.0558008
545, 1287, 9, 39318, 9653, 9, 4.01433e+06, 0.073767
617, 1290, 9, 39316, 9799, 9, 4.01433e+06, 0.084814
688, 1297, 12, 39329, 9763, 12, 4.01433e+06, 0.0914818
761, 1300, 12, 39321, 9966, 12, 4.01433e+06, 0.0998277
832, 1317, 12, 39329, 9862, 12, 4.01433e+06, 0.128692
903, 1339, 13, 39329, 9912, 13, 4.01433e+06, 0.150143
977, 1359, 13, 39343, 9968, 13, 4.01433e+06, 0.16468
1046, 1401, 14, 39362, 10021, 14, 4.01433e+06, 0.197358
1052, 1401, 14, 39361, 10014, 14, 4.01433e+06, 0.198474
1118, 1425, 15, 39374, 10076, 15, 4.01433e+06, 0.216016
1186, 1451, 15, 39384, 9952, 15, 4.01433e+06, 0.234907
1253, 1482, 15, 39413, 10102, 15, 4.01433e+06, 0.260464
1324, 1515, 15, 39437, 10062, 15, 4.01433e+06, 0.283254
1395, 1544, 15, 39448, 10149, 15, 4.01433e+06, 0.314884
1459, 1572, 15, 39456, 10164, 15, 4.01433e+06, 0.342165
1526, 1614, 17, 39483, 10191, 17, 4.01433e+06, 0.382067
1596, 1648, 17, 39497, 10021, 17, 4.01433e+06, 0.41384
1662, 1704, 17, 39525, 10083, 17, 4.01433e+06, 0.458236
1731, 1736, 18, 39539, 9989, 18, 4.01433e+06, 0.484701
1800, 1769, 19, 39521, 9997, 19, 4.01433e+06, 0.50574
1866, 1824, 19, 39525, 9926, 19, 4.01433e+06, 0.536921
1931, 1853, 19, 39517, 9944, 19, 4.01433e+06, 0.521745
1997, 1902, 19, 39515, 9940, 19, 4.01433e+06, 0.561459
2055, 1936, 19, 39509, 9937, 19, 4.01433e+06, 0.577212
2063, 1948, 20, 39506, 9977, 20, 4.01433e+06, 0.582459
2128, 1992, 20, 39497, 10084, 20, 4.01433e+06, 0.610123
2194, 2040, 21, 39490, 10040, 21, 4.01433e+06, 0.638862
2259, 2073, 21, 39467, 9991, 21, 4.01433e+06, 0.663808
2323, 2115, 21, 39449, 9998, 21, 4.01433e+06, 0.6887
2387, 2152, 21, 39405, 10033, 21, 4.01433e+06, 0.717488
2450, 2194, 21, 39352, 9998, 21, 4.01433e+06, 0.736383
2509, 2230, 21, 39307, 9873, 21, 4.01433e+06, 0.759339
2568, 2261, 21, 39233, 9857, 21, 4.01433e+06, 0.759552
2625, 2285, 21, 39144, 10021, 21, 4.01433e+06, 0.771318
2685, 2328, 21, 39093, 9914, 21, 4.01433e+06, 0.791604
2757, 2382, 21, 39013, 9941, 21, 4.01433e+06, 0.819702
2827, 2435, 22, 38918, 9895, 22, 4.01433e+06, 0.845999
2898, 2464, 22, 38814, 9916, 22, 4.01433e+06, 0.859295
2971, 2520, 22, 38745, 9925, 22, 4.01433e+06, 0.889301
3041, 2559, 22, 38662, 9961, 22, 4.01433e+06, 0.922658
3053, 2570, 22, 38650, 9963, 22, 4.01433e+06, 0.927004
3111, 2610, 22, 38575, 9876, 22, 4.01433e+06, 0.942598
3181, 2672, 22, 38495, 9763, 22, 4.01433e+06, 0.964497
3252, 2717, 22, 38402, 9863, 22, 4.01433e+06, 0.990755
3325, 2746, 23, 38327, 9737, 23, 4.01433e+06, 1.00688
3395, 2763, 23, 38245, 9818, 23, 4.01433e+06, 1.01791
3468, 2801, 23, 38192, 9784, 23, 4.01433e+06, 1.03935
3538, 2845, 23, 38127, 9708, 23, 4.01433e+06, 1.05132
3609, 2896, 25, 38098, 9675, 25, 4.01433e+06, 1.07163
3680, 2924, 25, 38061, 9901, 25, 4.01433e+06, 1.09449
3752, 2955, 25, 38012, 9709, 25, 4.01433e+06, 1.10835
3822, 2961, 25, 37975, 9834, 25, 4.01433e+06, 1.13117
3892, 2984, 25, 37940, 9865, 25, 4.01433e+06, 1.15691
3962, 3013, 27, 37913, 9809, 27, 4.01433e+06, 1.18867
4034, 3027, 27, 37885, 9804, 27, 4.01433e+06, 1.20979
4054, 3033, 27, 37881, 9853, 28, 4.01433e+06, 1.22099
4105, 3054, 27, 37877, 9931, 27, 4.01433e+06, 1.23721
4176, 3075, 27, 37860, 9678, 27, 4.01433e+06, 1.26353
4246, 3086, 27, 37836, 9824, 27, 4.01433e+06, 1.27767
4318, 3107, 28, 37823, 9931, 28, 4.01433e+06, 1.29108
4389, 3139, 28, 37825, 10130, 28, 4.01433e+06, 1.31588
4458, 3163, 28, 37823, 9984, 28, 4.01433e+06, 1.31994
4528, 3193, 28, 37811, 9842, 28, 4.01433e+06, 1.34392
4600, 3212, 28, 37800, 9808, 28, 4.01433e+06, 1.3583
4670, 3253, 28, 37804, 9875, 28, 4.01433e+06, 1.38628
4739, 3266, 28, 37792, 9731, 28, 4.01433e+06, 1.40139
4811, 3300, 28, 37797, 9608, 28, 4.01433e+06, 1.41639
4881, 3334, 28, 37812, 9792, 28, 4.01433e+06, 1.44152
4950, 3343, 28, 37801, 9682, 28, 4.01428e+06, 1.44741
5020, 3358, 29, 37794, 9767, 29, 4.01428e+06, 1.45919
5054, 3359, 29, 37785, 9826, 29, 4.01428e+06, 1.462
5092, 3365, 29, 37781, 9874, 29, 4.01428e+06, 1.46141
5161, 3383, 29, 37779, 9761, 29, 4.01428e+06, 1.45883
5230, 3389, 29, 37773, 9744, 29, 4.01428e+06, 1.46176
5299, 3418, 29, 37795, 9800, 29, 4.01428e+06, 1.48401
5371, 3442, 29, 37808, 9818, 29, 4.01428e+06, 1.51448
5440, 3454, 29, 37807, 9722, 29, 4.01428e+06, 1.53119
5509, 3474, 29, 37815, 9691, 29, 4.01428e+06, 1.55631
5577, 3500, 29, 37822, 9859, 29, 4.01428e+06, 1.57337
5648, 3530, 30, 37844, 9827, 30, 4.01428e+06, 1.59229
5717, 3551, 30, 37843, 9750, 30, 4.01428e+06, 1.6109
5784, 3571, 31, 37855, 9763, 31, 4.01428e+06, 1.62981
5855, 3584, 31, 37853, 9921, 31, 4.01428e+06, 1.63992
5923, 3614, 31, 37857, 9950, 31, 4.01428e+06, 1.65308
5990, 3630, 31, 37853, 9786, 31, 4.01428e+06, 1.67168
6053, 3652, 31, 37860, 9795, 31, 4.01428e+06, 1.68648
6058, 3654, 31, 37862, 9801, 31, 4.01428e+06, 1.68743
6127, 3682, 31, 37870, 9886, 31, 4.01428e+06, 1.71184
6195, 3699, 30, 37859, 9938, 30, 4.01428e+06, 1.74276
6262, 3716, 30, 37860, 9901, 30, 4.01428e+06, 1.75225
6331, 3742, 30, 37883, 10000, 30, 4.01428e+06, 1.77091
6398, 3772, 30, 37895, 9774, 30, 4.01428e+06, 1.80394
6465, 3788, 30, 37897, 9748, 30, 4.01428e+06, 1.82332
6532, 3795, 30, 37892, 10013, 30, 4.01428e+06, 1.83768
6601, 3811, 31, 37901, 9731, 31, 4.01428e+06, 1.85767
6668, 3823, 32, 37894, 9822, 32, 4.01428e+06, 1.87751
6734, 3858, 33, 37910, 9788, 33, 4.01428e+06, 1.90775
6801, 3876, 33, 37915, 9868, 33, 4.01428e+06, 1.92667
6868, 3891, 33, 37920, 9895, 33, 4.01428e+06, 1.93143
6933, 3918, 33, 37928, 9770, 33, 4.01428e+06, 1.94767
6999, 3939, 33, 37923, 9808, 33, 4.01428e+06, 1.95673
7053, 3936, 33, 37907, 9769, 33, 4.01428e+06, 1.96255
7067, 3933, 33, 37900, 9751, 33, 4.01428e+06, 1.96535
7132, 3961, 34, 37903, 9714, 34, 4.01428e+06, 1.98296
7197, 3984, 34, 37900, 9811, 34, 4.01428e+06, 1.99845
7263, 4008, 35, 37905, 9756, 35, 4.01428e+06, 2.01212
7330, 4003, 35, 37875, 9815, 35, 4.01428e+06, 2.01654
7395, 4021, 35, 37871, 9962, 35, 4.01428e+06, 2.02599
7461, 4043, 37, 37878, 9780, 37, 4.01428e+06, 2.04074
7526, 4060, 37, 37882, 9867, 37, 4.01428e+06, 2.04831
7594, 4077, 37, 37882, 9867, 37, 4.01428e+06, 2.05664
7659, 4092, 37, 37882, 9737, 37, 4.01428e+06, 2.06444
7724, 4109, 38, 37881, 9865, 38, 4.01428e+06, 2.06777
7790, 4130, 38, 37872, 9815, 38, 4.01428e+06, 2.07242
